22;63;01;1;0977278;00157;ul.;Akacjowa;;2020-12-29
22;63;01;1;0977278;51324;al.;Aleja 3-go Maja;;2020-12-29
22;63;01;1;0977278;51980;inne;Aleja Brzozowa;;2020-12-29
22;63;01;1;0977278;31143;ul.;Aluchny-Emelianow;Marty;2020-12-29
22;63;01;1;0977278;48109;ul.;Andersa;Gen. Władysława;2020-12-29
22;63;01;1;0977278;00393;ul.;Arciszewskiego;Krzysztofa;2020-12-29
22;63;01;1;0977278;00432;ul.;Armii Krajowej;;2020-12-29
22;63;01;1;0977278;31147;ul.;Awstrica;Romana;2020-12-29
22;63;01;1;0977278;00569;ul.;Baczyńskiego;Krzysztofa Kamila;2020-12-29
22;63;01;1;0977278;00656;ul.;Bałtycka;;2020-12-29
22;63;01;1;0977278;00666;ul.;Banacha;Stefana;2020-12-29
22;63;01;1;0977278;48749;ul.;Bartoszewskiego;Władysława;2020-12-29
22;63;01;1;0977278;00868;ul.;Batalionów Chłopskich;;2020-12-29
22;63;01;1;0977278;00904;ul.;Bauera;Jana;2020-12-29
22;63;01;1;0977278;01015;ul.;Bema;Józefa;2020-12-29
22;63;01;1;0977278;51982;ul.;Biernackiego;dra Edmunda;2020-12-29
22;63;01;1;0977278;36312;ul.;Bitwy Warszawskiej;;2020-12-29
22;63;01;1;0977278;31144;ul.;Bogdanowicza;Ignacego;2020-12-29
22;63;01;1;0977278;01601;ul.;Bogusława X;;2020-12-29
22;63;01;1;0977278;01681;ul.;Bohaterów Westerplatte;;2020-12-29
22;63;01;1;0977278;01742;ul.;Bolesława Chrobrego;;2020-12-29
22;63;01;1;0977278;01742;ul.;Chrobrego;;2020-12-29
22;63;01;1;0977278;01749;ul.;Bolesława Krzywoustego;;2020-12-29
22;63;01;1;0977278;39989;ul.;Bora-Komorowskiego;Generała Tadeusza;2020-12-29
22;63;01;1;0977278;01815;ul.;Borchardta;Karola;2020-12-29
22;63;01;1;0977278;01874;ul.;Borówkowa;;2020-12-29
22;63;01;1;0977278;01929;ul.;Boya-Żeleńskiego;Tadeusza;2020-12-29
22;63;01;1;0977278;02013;ul.;Braille'a;Ludwika;2020-12-29
22;63;01;1;0977278;02123;pl.;Broniewskiego;Władysława;2020-12-29
22;63;01;1;0977278;51322;ul.;Browicza;Prof. Tadeusza;2020-12-29
22;63;01;1;0977278;02276;ul.;Brzozowa;;2020-12-29
22;63;01;1;0977278;02293;ul.;Brzóski;ks.;2020-12-29
22;63;01;1;0977278;02387;ul.;Bukowa;;2020-12-29
22;63;01;1;0977278;36562;ul.;Bytnerowicza;Jerzego;2020-12-29
22;63;01;1;0977278;02561;ul.;Cecorska;;2020-12-29
22;63;01;1;0977278;02657;ul.;Chabrowa;;2020-12-29
22;63;01;1;0977278;02706;ul.;Chełmońskiego;Józefa;2020-12-29
22;63;01;1;0977278;02736;ul.;Chłapowskiego;gen. Dezyderego;2020-12-29
22;63;01;1;0977278;38223;ul.;Chłopickiego;Generała Józefa;2020-12-29
22;63;01;1;0977278;02790;ul.;Chocimska;;2020-12-29
22;63;01;1;0977278;26983;ul.;Chodkiewicza;Karola;2020-12-29
22;63;01;1;0977278;02849;ul.;Chopina;Fryderyka;2020-12-29
22;63;01;1;0977278;02859;ul.;Chorwacka;;2020-12-29
22;63;01;1;0977278;52120;ul.;Chotomskiej;Wandy;2020-12-29
22;63;01;1;0977278;02974;ul.;Cicha;;2020-12-29
22;63;01;1;0977278;03018;ul.;Cienista;;2020-12-29
22;63;01;1;0977278;03029;ul.;Cieplińskiego;Łukasza;2020-12-29
22;63;01;1;0977278;03098;ul.;Cisowa;;2020-12-29
22;63;01;1;0977278;03148;ul.;Curie-Skłodowskiej;Marii;2020-12-29
22;63;01;1;0977278;03191;ul.;Cyprysowa;;2020-12-29
22;63;01;1;0977278;31142;ul.;Czaplińskiego;Tadeusza;2020-12-29
22;63;01;1;0977278;03283;ul.;Czarnieckiego;Stefana;2020-12-29
22;63;01;1;0977278;03333;ul.;Czecha;Bronisława;2020-12-29
22;63;01;1;0977278;03639;ul.;Daszyńskiego;Ignacego;2020-12-29
22;63;01;1;0977278;03666;pl.;Dąbrowskiego;;2020-12-29
22;63;01;1;0977278;03691;ul.;Dąbrowskiej;Marii;2020-12-29
22;63;01;1;0977278;03701;ul.;Dąbrówki;;2020-12-29
22;63;01;1;0977278;03721;ul.;Degi;prof. Wiktora;2020-12-29
22;63;01;1;0977278;51314;ul.;Dembińskiego;Generała Henryka;2020-12-29
22;63;01;1;0977278;03762;ul.;Deotymy;;2020-12-29
22;63;01;1;0977278;03811;ul.;Dębowa;;2020-12-29
22;63;01;1;0977278;03839;ul.;Długa;;2020-12-29
22;63;01;1;0977278;03851;ul.;Długosza;Jana;2020-12-29
22;63;01;1;0977278;03868;ul.;Dmowskiego;Romana;2020-12-29
22;63;01;1;0977278;04102;ul.;Dominikańska;;2020-12-29
22;63;01;1;0977278;04177;ul.;Drewniana;;2020-12-29
22;63;01;1;0977278;34755;ul.;Druyffa;Jana;2020-12-29
22;63;01;1;0977278;04314;ul.;Drzymały;;2020-12-29
22;63;01;1;0977278;04399;ul.;Dunikowskiego;Ksawerego;2020-12-29
22;63;01;1;0977278;04405;ul.;Duńska;;2020-12-29
22;63;01;1;0977278;04429;ul.;Dwernickiego;gen. Józefa;2020-12-29
22;63;01;1;0977278;04561;ul.;Dywizjonu 303;;2020-12-29
22;63;01;1;0977278;04833;ul.;Estońska;;2020-12-29
22;63;01;1;0977278;04863;ul.;Fabryczna;;2020-12-29
22;63;01;1;0977278;04889;ul.;Fałata;Juliana;2020-12-29
22;63;01;1;0977278;04970;ul.;Fiedlera;Arkadego;2020-12-29
22;63;01;1;0977278;05009;ul.;Filmowa;;2020-12-29
22;63;01;1;0977278;05023;ul.;Fińska;;2020-12-29
22;63;01;1;0977278;05027;ul.;Fiołkowa;;2020-12-29
22;63;01;1;0977278;37216;ul.;Fogga;Mieczysława;2020-12-29
22;63;01;1;0977278;51985;ul.;Frąckowskiego;dr med. Kazimierza;2020-12-29
22;63;01;1;0977278;50054;rondo;Freundlicha;Otto;2020-12-29
22;63;01;1;0977278;32033;ul.;Frycza Modrzewskiego;;2020-12-29
22;63;01;1;0977278;05265;ul.;Gajowa;;2020-12-29
22;63;01;1;0977278;05300;ul.;Gałczyńskiego;Konstantego Ildefonsa;2020-12-29
22;63;01;1;0977278;05345;ul.;Garncarska;;2020-12-29
22;63;01;1;0977278;05431;ul.;Gdańska;;2020-12-29
22;63;01;1;0977278;05441;ul.;Gdyńska;;2020-12-29
22;63;01;1;0977278;51984;ul.;Gellerta;dra Jana;2020-12-29
22;63;01;1;0977278;01970;ul.;Gierymskich;Braci;2020-12-29
22;63;01;1;0977278;05610;ul.;Głogowa;;2020-12-29
22;63;01;1;0977278;05627;ul.;Głowackiego;Bartosza;2020-12-29
22;63;01;1;0977278;05948;ul.;Górna;;2020-12-29
22;63;01;1;0977278;06052;ul.;Grabskiego;Władysława;2020-12-29
22;63;01;1;0977278;06075;ul.;Graniczna;;2020-12-29
22;63;01;1;0977278;06083;ul.;Grażyny;;2020-12-29
22;63;01;1;0977278;40269;ul.;Grechuty;Marka;2020-12-29
22;63;01;1;0977278;06163;ul.;Grodzka;;2020-12-29
22;63;01;1;0977278;06206;ul.;Grottgera;Artura;2020-12-29
22;63;01;1;0977278;06219;ul.;Grucy;prof. Adama;2020-12-29
22;63;01;1;0977278;06260;ul.;Grunwaldzka;;2020-12-29
22;63;01;1;0977278;06289;ul.;Gryfitki;Anny;2020-12-29
22;63;01;1;0977278;06341;ul.;Grzybowa;;2020-12-29
22;63;01;1;0977278;39632;rondo;Hallera;gen. Józefa;2020-12-29
22;63;01;1;0977278;06602;ul.;Henryka Pobożnego;;2020-12-29
22;63;01;1;0977278;31283;ul.;Herberta;Zbigniewa;2020-12-29
22;63;01;1;0977278;36748;ul.;Herbsta;prof. Stanisława;2020-12-29
22;63;01;1;0977278;06705;ul.;Hołdu Pruskiego;;2020-12-29
22;63;01;1;0977278;06776;ul.;Hubalczyków;;2020-12-29
22;63;01;1;0977278;34315;ul.;Inwestycyjna;;2020-12-29
22;63;01;1;0977278;06944;ul.;Iwaszkiewicza;Jarosława;2020-12-29
22;63;01;1;0977278;10003;ul.;Jadwigi;Królowej;2020-12-29
22;63;01;1;0977278;07029;ul.;Jagiellońska;;2020-12-29
22;63;01;1;0977278;07097;ul.;Jałowcowa;;2020-12-29
22;63;01;1;0977278;07117;ul.;Jana Kazimierza;;2020-12-29
22;63;01;1;0977278;07123;ul.;Jana Pawła II;;2020-12-29
22;63;01;1;0977278;20427;ul.;Jana Sobieskiego;;2020-12-29
22;63;01;1;0977278;07240;ul.;Jaracza;Stefana;2020-12-29
22;63;01;1;0977278;07290;ul.;Jarzębinowa;;2020-12-29
22;63;01;1;0977278;07335;ul.;Jasna;;2020-12-29
22;63;01;1;0977278;07353;ul.;Jastruna;Mieczysława;2020-12-29
22;63;01;1;0977278;07380;ul.;Jaśminowa;;2020-12-29
22;63;01;1;0977278;07394;ul.;Jaworowa;;2020-12-29
22;63;01;1;0977278;07435;ul.;Jedności Narodowej;;2020-12-29
